cue,response,count
therapeut,hulp,10
therapeut,ziekte,10
therapie,behandeling,17
therapie,dokter,17
therapie,psycholoog,17
therapie,ziek,11
thermometer,koorts,58
thermometer,warm,31
thermometer,ziek,28
thermometer,kwik,23
thermos,koffie,73
thermos,warm,58
thermos,thee,16
thermos,soep,15
thermosfles,koffie,69
thermosfles,warm,54
thermosfles,thee,18
thermosfles,soep,10
thermoskan,koffie,81
thermoskan,warm,51
thermoskan,thee,23
thermoskan,soep,19
these,stelling,40
these,antithese,21
these,thesis,14
thesis,eindwerk,39
thesis,universiteit,21
thesis,stelling,12
thriller,film,50
thriller,spannend,40
thriller,boek,37
thriller,angst,18
thuis,gezellig,34
thuis,warmte,17
thuis,rust,16
thuis,huis,15
thuisblijven,ziek,26
thuisblijven,gezellig,24
thuisblijven,rust,16
thuisblijven,tv,14
thuisbrengen,auto,27
thuisbrengen,veilig,12
thuisbrengen,kinderen,8
tic,nerveus,32
tic,tac,20
tic,zenuwtrek,10
ticket,trein,37
ticket,concert,22
ticket,vliegtuig,17
ticket,film,11
tien,getal,38
tien,vingers,25
tien,cijfer,15
tien,negen,10
tiende,deel,19
tiende,elfde,12
tiende,getal,12
tiener,puber,35
tiener,jong,24
tiener,jeugd,15
tiener,moeilijk,8
tieners,pubers,35
tieners,jong,20
tieners,jongeren,11
tieners,jeugd,10
tieren,roepen,77
tieren,schreeuwen,35
tieren,brullen,14
tieren,lawaai,14
tiet,borst,80
tiet,vrouw,28
tiet,tepel,20
tij,zee,67
tij,eb,55
tij,vloed,52
tij,water,16
tijd,klok,37
tijd,horloge,31
tijd,uur,21
tijd,uurwerk,16
tijdelijk,kort,23
tijdelijk,even,22
tijdelijk,interim,10
tijden,geschiedenis,14
tijden,vroeger,13
tijden,klok,12
tijdens,terwijl,43
tijdens,gedurende,42
tijdens,ondertussen,23
tijdig,op tijd,25
tijdig,stipt,22
tijdig,klok,11
tijdloos,eeuwig,38
tijdloos,klassiek,18
tijdloos,mode,15
tijdloos,altijd,8
tijdperk,eeuw,45
tijdperk,era,40
tijdperk,geschiedenis,36
tijdperk,periode,29
tijdrovend,lang,15
tijdrovend,druk,13
tijdrovend,saai,12
tijdrovend,vervelend,12
tijdschrift,lezen,32
tijdschrift,krant,18
tijdschrift,magazine,16
tijdschrift,humo,13
tijdstip,uur,47
tijdstip,moment,28
tijdstip,klok,27
tijdstip,afspraak,22
tijdverlies,wachten,16
tijdverlies,file,13
tijdverlies,zonde,13
tijger,strepen,23
tijger,dier,17
tijger,kat,15
tijger,gevaarlijk,13
tijm,kruid,46
tijm,kruiden,22
tijm,eten,15
tijm,geur,13
tik,klok,28
tik,tak,28
tik,mep,17
tik,slag,13
tikje,beetje,16
tikje,klok,13
tikje,kind,11
tikje,klopje,9
tikken,klok,33
tikken,typen,26
tikken,raam,12
tikken,kloppen,9
tikker,hart,88
tikker,wekker,41
tikker,spel,20
tikker,spelletje,13
tikkertje,spel,36
tikkertje,kinderen,31
tikkertje,spelen,26
tikkertje,lopen,21
til,duiven,41
til,opheffen,17
til,duif,16
tilde,zwaar,35
tilde,heffen,18
tilde,opheffen,9
tillen,heffen,42
tillen,zwaar,40
tillen,rug,30
tillen,opheffen,19
timide,verlegen,61
timide,stil,27
timide,schuchter,15
timmeren,hamer,50
timmeren,hout,44
timmeren,nagel,16
timmeren,nagels,16
timmerman,hout,61
timmerman,hamer,25
timmerman,jozef,11
timmerman,schrijnwerker,11
tin,metaal,46
tin,koper,15
tin,ijzer,13
tin,soldaat,13
tint,kleur,79
tint,verf,23
tint,nuance,10
tintelen,vingers,29
tintelen,koude,12
tintelen,prikkelen,12
tip,hint,28
tip,fooi,24
tip,sluier,12
tip,hulp,10
tipi,tent,48
tipi,indiaan,44
tipi,indianen,20
tirade,schelden,19
tirade,scheldpartij,13
tirade,kwaad,9
tiramisu,dessert,51
tiramisu,lekker,47
tiramisu,eten,11
tiramisu,italiaans,11
tiran,dictator,19
tiran,man,13
tiran,baas,8
tirannie,onderdrukking,16
tirannie,tiran,16
tirannie,dictatuur,14
tirannie,geweld,12
titel,boek,60
titel,film,17
titel,naam,12
titel,adel,8
titelen,boek,19
titelen,benoemen,14
titelen,krant,9
tjilpen,vogel,42
tjilpen,mus,32
tjilpen,vogels,24
tjilpen,mussen,18
toast,brood,32
toast,broodrooster,15
toast,ontbijt,15
toast,kaas,13
toaster,brood,62
toaster,ontbijt,21
toaster,broodrooster,15
toaster,lekker,12
tobbe,wassen,44
tobbe,water,23
tobbe,zeep,15
tobben,piekeren,50
tobben,nadenken,26
tobben,denken,18
toch,maar,20
toch,ook,15
toch,wel,15
tocht,wind,41
tocht,reis,28
tocht,koud,18
tocht,wandeling,13
tochten,wind,31
tochten,reizen,23
tochten,wandelen,21
tochten,trekken,19
toe,dicht,70
toe,gesloten,53
toe,open,36
toe,deur,19
toedekken,slapen,27
toedekken,bed,26
toedekken,deken,24
toedekken,kind,12
toedoen,sluiten,44
toedoen,deur,30
toedoen,dichtdoen,11
toef,slagroom,48
toef,taart,9
toef,beetje,7
toegaan,sluiten,47
toegaan,deur,29
toegaan,dicht,21
toegang,deur,49
toegang,ingang,29
toegang,open,21
toegang,poort,14
toegeven,bekennen,9
toegeven,ja,7
toegeven,ongelijk,7
toegewijd,moeder,13
toegewijd,trouw,11
toegewijd,liefde,7
toegewijd,zorgzaam,7
toekan,vogel,78
toekan,bek,20
toekijken,zien,21
toekijken,passief,18
toekijken,toeschouwer,11
toekijken,niets doen,10
toekomen,aankomen,37
toekomen,arriveren,15
toekomen,geld,14
toekomen,krijgen,14
toekomst,onzeker,15
toekomst,later,14
toekomst,kinderen,11
toekomstig,later,21
toekomstig,ver,8
toekomstig,dromen,6
toelage,geld,54
toelage,subsidie,18
toelage,steun,9
toelaten,mogen,25
toelaten,toestaan,12
toelating,mogen,20
toelating,permissie,18
toelating,toestemming,16
toen,vroeger,49
toen,verleden,44
toen,dan,14
toen,eerder,11
toenadering,dichterbij,12
toenadering,contact,10
toenadering,verzoening,10
toenadering,vriendschap,10
toename,meer,36
toename,gewicht,25
toename,vermeerderen,15
toenemen,vermeerderen,23
toenemen,groeien,22
toenemen,meer,19
toenemen,stijgen,14
toenmalig,vroeger,56
toenmalig,verleden,27
toenmalig,eerder,15
toepassing,wiskunde,21
toepassing,oefening,17
toepassing,praktijk,17
toer,ronde,29
toer,rit,17
toer,rondje,14
toer,frankrijk,12
toerisme,vakantie,36
toerisme,reizen,30
toerisme,buitenland,8
toerisme,vliegtuig,8
toerist,vakantie,35
toerist,reizen,17
toerist,fototoestel,14
toerist,reis,10
toeristisch,vakantie,25
toeristisch,druk,22
toeristisch,zon,14
toeristisch,reizen,9
toeschouwer,kijker,30
toeschouwer,publiek,27
toeschouwer,kijken,20
toeschouwer,toneel,19
toespraak,rede,30
toespraak,speech,22
toespraak,redevoering,14
toespraak,politiek,13
toespreken,speech,36
toespreken,publiek,26
toespreken,luisteren,10
toespreken,redevoering,10
toestaan,mogen,23
toestaan,toelaten,23
toestaan,toestemming,13
toestaan,akkoord,12
toestand,situatie,29
toestand,gezondheid,9
toestand,stabiel,9
toestel,tv,26
toestel,apparaat,22
toestel,machine,17
toestel,keuken,10
toestemming,ja,29
toestemming,akkoord,27
toestemming,mogen,15
toestemming,ouders,14
toestoppen,geld,30
toestoppen,geven,24
toestoppen,bed,20
toestoppen,slapen,13
toet,dessert,28
toet,toeter,13
toet,auto,12
toeter,auto,39
toeter,lawaai,29
toeter,bel,16
toeter,feest,16
toeteren,auto,43
toeteren,lawaai,20
toeteren,verkeer,17
toetje,dessert,60
toetje,lekker,32
toetje,zoet,19
toetje,ijs,16
toets,test,37
toets,piano,26
toets,punten,15
toetsen,punten,21
toetsen,computer,20
toetsen,school,13
toetsenbord,computer,50
toetsenbord,klavier,43
toetsenbord,pc,22
toetsenbord,typen,22
toeval,geluk,46
toeval,lot,19
toeval,ongeluk,10
toevallig,geluk,18
toevallig,onverwacht,17
toevallig,plots,14
toevallig,lot,13
toeverlaat,steun,46
toeverlaat,vriend,26
toeverlaat,vertrouwen,13
toevoegen,bijdoen,22
toevoegen,meer,17
toevoegen,aanvullen,16
toezicht,controle,23
toezicht,school,21
toezicht,leerkracht,10
toezicht,opletten,10
toezien,kijken,45
toezien,controle,17
toezien,controleren,12
toezien,toezicht,10
tof,leuk,58
tof,fijn,23
tof,plezant,20
tof,aangenaam,14
toffee,snoep,57
toffee,chocolade,21
toffee,caramel,19
toffee,lekker,19
tofu,vegetarisch,23
tofu,eten,21
tofu,vegetariër,12
toga,advocaat,22
toga,rechter,20
toga,kleed,18
toga,zwart,14
toilet,wc,33
toilet,plassen,19
toilet,papier,13
toilet,wc-papier,10
toiletpapier,wc,47
toiletpapier,zacht,25
toiletpapier,wit,20
toiletpapier,rol,19
tokkelen,gitaar,46
tokkelen,muziek,23
tokkelen,piano,23
tokkelen,vingers,20
tol,speelgoed,30
tol,betalen,20
tol,draaien,19
tol,douane,14
tolerant,verdraagzaam,46
tolerant,nederland,7
tolerant,makkelijk,6
tolerantie,verdraagzaamheid,41
tolerantie,verdraagzaam,14
tolerantie,racisme,8
tolerantie,toestaan,8
tolk,vertaler,43
tolk,taal,29
tolk,vertalen,29
tolk,talen,25
tollen,draaien,64
tollen,speelgoed,21
tollen,tol,15
tomaat,rood,73
tomaat,groente,21
tomaat,rond,16
tomaat,lekker,12
tomaten,rood,81
tomaten,groente,23
tomaten,lekker,21
tomaten,groenten,9
tomatensaus,spaghetti,65
tomatensaus,rood,42
tomatensaus,balletjes,20
tomatensaus,lekker,14
tombe,graf,69
tombe,egypte,30
tombe,dood,20
tombola,winnen,27
tombola,prijs,25
tombola,prijzen,21
tombola,loterij,19
ton,vat,28
ton,water,23
ton,bier,20
ton,hout,20
tondeuse,haar,56
tondeuse,kapper,31
tondeuse,scheren,24
tondeuse,kaal,21
toneel,podium,30
toneel,acteur,25
toneel,acteurs,20
toneel,theater,9
toneelspelen,acteren,24
toneelspelen,theater,22
toneelspelen,acteur,16
toneelspelen,podium,14
toneelspeler,acteur,53
toneelspeler,theater,19
toneelspeler,podium,18
toneelspeler,toneelstuk,7
toneelstuk,theater,30
toneelstuk,acteurs,15
toneelstuk,acteur,14
toneelstuk,podium,14
tonen,zien,23
tonen,muziek,22
tonen,laten zien,19
tonen,kijken,17
tong,mond,27
tong,kus,23
tong,smaak,18
tong,vis,15
tonijn,vis,79
tonijn,lekker,17
tonijn,blik,16
tonijn,salade,14
toog,café,44
toog,bier,40
toog,bar,20
toog,drinken,14
tooi,haar,55
tooi,sier,16
tooi,mooi,13
toom,paard,34
toom,inhouden,11
toom,rustig,11
toon,muziek,57
toon,noot,10
toon,geluid,9
toonbank,winkel,59
toonbank,kassa,32
toonbank,geld,20
toonbank,betalen,12
toorn,woede,41
toorn,god,16
toorn,boosheid,13
toorts,vuur,65
toorts,fakkel,39
toorts,vlam,35
toorts,licht,19
toost,feest,22
toost,champagne,21
toost,proost,17
toost,brood,12
top,berg,78
top,punt,17
top,hoog,8
top,beste,7
topje,zomer,49
topje,meisje,11
topje,warm,11
toppunt,hoogtepunt,28
toppunt,berg,22
toppunt,mop,10
tor,kever,50
tor,insect,41
tor,zwart,15
toren,hoog,48
toren,kerk,31
toren,kasteel,17
toren,spits,8
torenklok,kerk,56
torenklok,luiden,13
torenklok,beiaard,11
torenklok,hoog,11
tornado,wind,47
tornado,storm,32
tornado,schade,16
tornado,amerika,13
torpedo,oorlog,20
torpedo,duikboot,17
torpedo,snel,16
torso,beeld,18
torso,borst,18
torso,man,16
tot,dan,15
tot,grens,15
tot,ziens,15
tot,en met,11
totaal,alles,45
totaal,som,39
totaal,geheel,28
totaal,volledig,25
totdat,tijd,18
totdat,einde,15
totdat,tot,15
totem,indiaan,52
totem,paal,48
totem,scouts,39
totem,indianen,30
totempaal,indianen,42
totempaal,indiaan,41
totempaal,scouts,16
totziens,afscheid,51
totziens,dag,20
totziens,vaarwel,14
totziens,daag,13
tour,frankrijk,30
tour,wielrennen,26
tour,ronde,21
tour,de france,18
tournee,muziek,25
tournee,café,11
tournee,ronde,10
tournee,bier,9
touw,koord,25
touw,klimmen,19
touw,trekken,13
touwen,koorden,27
touwen,vastbinden,19
touwen,koord,16
touwtje,springen,36
touwtje,koord,18
touwtje,trekken,13
touwtje,vastbinden,12
touwtrekken,spel,16
touwtrekken,sport,15
touwtrekken,sterk,14
touwtrekken,kracht,12
tovenaar,merlijn,32
tovenaar,magie,23
tovenaar,toverstok,14
tovenaar,hoed,12
toverbal,snoep,39
toverbal,kleuren,26
toverbal,magie,12
toverdrank,heks,33
toverdrank,tovenaar,21
toverdrank,sprookje,10
toveren,magie,31
toveren,tovenaar,23
toveren,goochelen,15
toveren,fee,14
toverspreuk,tovenaar,32
toverspreuk,heks,22
toverspreuk,magie,22
toverspreuk,fee,18
toverstaf,fee,44
toverstaf,sprookje,32
toverstaf,tovenaar,22
toverstaf,magie,20
toverstok,fee,40
toverstok,tovenaar,32
toverstok,magie,19
toverstok,sprookje,19
toxisch,giftig,73
toxisch,gevaarlijk,34
toxisch,vergif,10
toxisch,schadelijk,8
traag,slak,62
traag,snel,33
traag,schildpad,22
traag,file,8
traan,verdriet,76
traan,wenen,26
traan,nat,14
traan,huilen,11
traangas,politie,34
traangas,oorlog,28
traangas,betoging,13
traangas,opstand,11
trachten,proberen,81
trachten,pogen,12
trachten,verlangen,11
tractor,boer,71
tractor,veld,26
tractor,boerderij,19
tractor,landbouw,15
traditie,familie,25
traditie,gewoonte,25
traditie,cultuur,12
traditie,ouderwets,12
traditioneel,gewoonte,18
traditioneel,oud,18
traditioneel,conservatief,16
traditioneel,ouderwets,16
tragedie,drama,41
tragedie,toneel,23
tragedie,ramp,19
tragedie,grieks,18
tragisch,ongeval,52
tragisch,dood,30
tragisch,erg,30
tragisch,ongeluk,19
trailer,film,46
trailer,vrachtwagen,14
trailer,reclame,13
trainen,sport,39
trainen,oefenen,23
trainen,fitness,22
trainen,lopen,20
trainer,voetbal,50
trainer,sport,40
trainer,coach,25
trainer,helper,6
training,sport,38
training,lopen,24
training,voetbal,20
training,zweet,12
traject,weg,44
traject,route,37
traject,afstand,29
traject,reis,17
trakteren,vrienden,22
trakteren,verjaardag,20
trakteren,café,16
trakteren,betalen,15
traktor,boer,61
traktor,veld,24
traktor,landbouw,22
traktor,boerderij,13
tralie,gevangenis,79
tralie,ijzer,16
tralie,raam,13
tralie,cel,12
tralies,gevangenis,81
tralies,cel,23
tralies,opgesloten,11
tralies,hek,9
tram,trein,25
tram,spoor,21
tram,bus,16
tram,stad,16
trampoline,springen,84
trampoline,kinderen,22
trampoline,turnen,19
trampoline,hoog,14
trance,drugs,20
trance,muziek,18
trance,hypnose,17
tranen,verdriet,71
tranen,wenen,27
tranen,nat,16
tranen,water,13
transcendent,meditatie,12
transcendent,overstijgend,10
transcendent,doorzichtig,9
transparant,doorzichtig,66
transparant,glas,20
transparant,helder,18
transparant,doorschijnend,16
transport,vrachtwagen,46
transport,vervoer,33
transport,auto,32
transport,trein,31
trant,mode,19
trant,wijze,17
trant,manier,15
trap,trede,22
trap,leuning,19
trap,omhoog,16
trap,treden,16
trapeze,circus,70
trapeze,hoog,15
trapeze,gevaarlijk,12
trapeze,acrobaat,10
trapezium,wiskunde,40
trapezium,meetkunde,38
trapezium,vierhoek,15
trapezium,circus,14
trappelen,ongeduld,31
trappelen,ter plaatse,16
trappelen,ongeduldig,15
trappelen,water,15
trappen,treden,15
trappen,huis,14
trappen,leuning,14
trappen,hout,12
trapper,fiets,81
trapper,pedaal,27
trapper,voetbal,7
trauma,pijn,25
trauma,ongeval,16
trauma,angst,13
trauma,erg,12
travestie,man,40
travestie,vrouw,20
travestie,make-up,11
travestie,verkleden,11
trechter,fles,22
trechter,water,20
trechter,vloeistof,19
tred,stap,52
tred,pas,24
tred,stappen,16
trede,trap,99
trede,vallen,25
trede,ladder,16
trede,hout,13
treden,trap,89
treden,stappen,18
treden,ladder,12
tree,trap,78
tree,boom,40
tree,trede,16
tree,ladder,14
treffen,raken,55
treffen,ontmoeten,27
treffen,pijn,10
treffen,toeval,9
trein,station,25
trein,spoor,18
trein,reizen,12
trein,conducteur,11
treiteren,pesten,65
treiteren,plagen,58
treiteren,ambeteren,8
treiteren,kinderen,8
trek,honger,55
trek,zin,39
trek,tocht,20
trek,goesting,19
trekijzer,magneet,31
trekijzer,metaal,9
trekijzer,paard,9
trekken,touw,50
trekken,duwen,46
trekken,deur,12
trekker,tractor,23
trekker,pistool,21
trekker,geweer,12
trekking,lotto,43
trekking,loterij,28
trekking,tombola,20
trekking,bergen,10
trektang,tandarts,25
trektang,gereedschap,23
trektang,nagel,23
trektocht,rugzak,27
trektocht,bergen,23
trektocht,tent,12
trektocht,wandelen,12
trend,mode,78
trend,nieuw,10
trend,rage,10
trendy,hip,38
trendy,mode,37
trendy,modern,17
trendy,in,16
treuren,verdriet,52
treuren,wenen,26
treuren,dood,25
treuren,tranen,24
treurig,verdriet,28
treurig,triest,27
treurig,droevig,22
treurig,verdrietig,20
treurwilg,boom,63
treurwilg,water,14
treurwilg,mooi,10
treurwilg,kerkhof,7
treuzelen,aarzelen,28
treuzelen,traag,27
treuzelen,langzaam,17
treuzelen,slenteren,10
triangel,muziek,69
triangel,driehoek,61
triangel,instrument,17
triangel,orkest,16
triatlon,sport,47
triatlon,zwemmen,43
triatlon,lopen,41
triatlon,fietsen,28
tribune,voetbal,59
tribune,sport,16
tribune,supporters,8
trien,trut,27
trien,meisje,19
trien,onnozel,11
trien,dom,9
triest,droevig,26
triest,tranen,26
triest,verdrietig,24
triest,verdriet,20
triestig,droevig,27
triestig,tranen,21
triestig,verdriet,20
triestig,verdrietig,19
trillen,beven,59
trillen,bibberen,16
trillen,koud,15
trillen,angst,11
trilling,aardbeving,32
trilling,beven,17
trilling,beving,14
trilling,geluid,12
trimester,school,65
trimester,semester,15
trimester,vakantie,13
trio,drie,44
trio,muziek,26
trio,seks,18
triomf,overwinning,43
triomf,zege,27
triomf,winnen,21
triomf,boog,16
trip,reis,44
trip,drugs,21
trip,uitstap,21
trip,vakantie,16
troebel,water,55
troebel,vuil,24
troebel,wazig,15
troebel,ondoorzichtig,12
troef,kaarten,53
troef,voordeel,21
troef,kaartspel,17
troef,kaart,15
troep,rommel,44
troep,vuil,33
troep,leger,32
troep,opruimen,15
troepen,leger,80
troepen,oorlog,37
troepen,soldaten,17
troepen,irak,9
trofee,beker,42
trofee,winnaar,24
trofee,winnen,23
trofee,wedstrijd,16
trog,varken,45
trog,eten,25
trog,varkens,11
trol,lelijk,28
trol,bos,20
trol,kabouter,16
trol,dwerg,14
trom,lawaai,26
trom,muziek,25
trom,trommel,24
trom,fanfare,22
trombone,muziek,42
trombone,fanfare,21
trombone,orkest,18
trombone,trompet,18
trommel,lawaai,31
trommel,muziek,29
trommel,fanfare,27
trommel,stokjes,14
trommelen,fanfare,31
trommelen,muziek,25
trommelen,lawaai,24
trommelen,trommel,20
trompet,muziek,45
trompet,blazen,21
trompet,fanfare,19
trompet,lawaai,18
trompetteren,lawaai,28
trompetteren,muziek,24
trompetteren,olifant,24
trompetteren,fanfare,21
troon,koning,80
troon,kroon,21
troon,koningin,17
troon,stoel,15
troosten,verdriet,53
troosten,tranen,22
troosten,luisteren,10
troosten,wenen,10
trop,teveel,31
trop,frans,21
trop,te veel,16
tropen,warm,48
tropen,oerwoud,18
tropen,vochtig,16
tropen,bomen,10
tropisch,warm,68
tropisch,vochtig,15
tropisch,zon,15
tropisch,vakantie,10
tros,druiven,73
tros,bananen,37
tros,schip,13
trotinet,step,38
trotinet,autoped,17
trotinet,kind,14
trots,fier,62
trots,pauw,18
trots,blij,12
trots,kinderen,12
trottoir,stoep,53
trottoir,voetpad,43
trottoir,voetganger,17
trottoir,stad,9
trouw,huwelijk,39
trouw,hond,18
trouw,ring,15
trouw,eerlijk,13
trouwen,feest,33
trouwen,kerk,30
trouwen,ring,25
trouwen,wit,17
trouwens,ook,20
trouwens,bovendien,12
trouwens,overigens,10
trouwfeest,dansen,14
trouwfeest,bruid,13
trouwfeest,eten,12
trouwfeest,geluk,12
trouwring,huwelijk,36
trouwring,goud,35
trouwring,liefde,15
trouwring,trouw,12
truc,goochelaar,35
truc,goochelen,29
truc,handig,8
truc,magie,8
truck,vrachtwagen,57
truck,groot,22
truck,chauffeur,20
truck,camion,15
truffel,chocolade,42
truffel,varken,32
truffel,lekker,25
truffel,paddestoel,17
trui,warm,62
trui,wol,54
trui,winter,36
trui,rood,11
trut,vrouw,23
trut,meisje,16
trut,bitch,11
trut,scheldwoord,11
truttig,meisje,17
truttig,seut,15
truttig,flauw,12
truttig,onnozel,7
truuk,goochelen,27
truuk,goochelaar,23
truuk,vrachtwagen,10
tsaar,rusland,70
tsaar,koning,16
tsaar,keizer,12
tsjilpen,vogel,48
tsjilpen,mus,36
tsjilpen,vogels,24
tsjilpen,lente,22
tsunami,water,37
tsunami,vloedgolf,20
tsunami,overstroming,18
tsunami,ramp,18
tuba,muziek,45
tuba,instrument,23
tuba,fanfare,22
tuba,koper,20
tube,tandpasta,83
tube,lijm,22
tube,zalf,22
tuberculose,ziekte,49
tuberculose,longen,36
tuberculose,tbc,28
tuberculose,hoesten,21
tucht,orde,46
tucht,streng,27
tucht,discipline,24
tucht,school,23
tuffen,auto,18
tuffen,spuwen,16
tuffen,traag,15
tuig,paard,20
tuig,werktuig,13
tuig,gereedschap,11
tuimelen,vallen,55
tuimelen,rollen,30
tuimelen,turnen,27
tuimelen,pijn,10
tuin,gras,53
tuin,bloemen,39
tuin,groen,23
tuin,boom,14
tuinhek,hout,26
tuinhek,afsluiting,21
tuinhek,omheining,14
tuinhek,tuin,13
tuinhuis,hout,33
tuinhuis,tuin,24
tuinhuis,gras,11
tuinhuis,zomer,11
tuinieren,bloemen,24
tuinieren,groen,17
tuinieren,planten,16
tuinieren,tuin,14
tuinman,snoeien,18
tuinman,tuin,17
tuinman,groen,16
tuinman,bloemen,12
tuinslang,water,69
tuinslang,zomer,26
tuinslang,tuin,21
tuinslang,gras,16
tuinstoel,zomer,40
tuinstoel,zon,32
tuinstoel,terras,17
tuinstoel,genieten,11
tuintje,bloemen,32
tuintje,groen,25
tuintje,gras,15
tuintje,klein,13
tuiten,lippen,48
tuiten,tranen,21
tuiten,oren,18
tukje,dutje,37
tukje,slapen,35
tukje,slaap,17
tulband,moslim,16
tulband,arabier,13
tulband,india,10
tulband,sikh,9
tule,stof,32
tule,ballet,10
tule,doorzichtig,9
tulp,bloem,78
tulp,rood,30
tulp,nederland,21
tulp,lente,13
tumor,kanker,74
tumor,gezwel,39
tumor,hersenen,18
tumor,ziek,16
tumult,lawaai,54
tumult,oproer,14
tumult,ruzie,14
tune,muziek,35
tune,radio,27
tune,geluid,21
tune,toon,16
tuniek,kleed,19
tuniek,uniform,10
tuniek,kledij,9
tunnel,donker,45
tunnel,auto,24
tunnel,licht,18
tunnel,lang,13
tupperware,plastic,29
tupperware,plastiek,19
tupperware,party,17
tupperware,potjes,16
turbo,auto,56
turbo,snel,33
turbo,diesel,28
turbo,motor,24
turen,kijken,46
turen,staren,46
turen,verte,14
turen,ogen,11
turf,grond,19
turf,bruin,14
turf,brandstof,12
turk,turkije,18
turk,allochtoon,14
turk,buitenlander,11
turk,marokkaan,11
turkije,vakantie,27
turkije,zon,24
turkije,warm,19
turkije,land,18
turks,fruit,32
turks,taal,20
turks,turkije,15
turks,eten,13
turnen,lenig,20
turnen,bok,12
turnen,sport,11
turnen,trampoline,9
turnles,school,24
turnles,sport,15
turnles,gymnastiek,9
turnles,leuk,9
turnzaal,school,21
turnzaal,sport,14
turnzaal,bok,13
turnzaal,turnen,13
tussen,in,25
tussen,midden,19
tussen,twee,19
tussenin,midden,42
tussenin,ertussen,12
tussenin,sandwich,7
tut,baby,51
tut,fopspeen,47
tut,tutter,11
tuttebel,trut,20
tuttebel,flauw,10
tuttebel,meisje,10
tutter,baby,63
tutter,fopspeen,37
tutter,zuigen,15
tuttig,flauw,13
tuttig,meisje,11
tuttig,truttig,9
tutu,ballet,69
tutu,roze,36
tutu,dansen,15
tuut,auto,52
tuut,trein,17
tuut,toeter,15
tv,film,24
tv,programma,17
tv,nieuws,12
tv,afstandsbediening,9
twaalf,dozijn,53
twaalf,apostelen,35
twaalf,getal,26
twaalf,elf,12
twee,duo,35
twee,paar,30
twee,koppel,19
twee,drie,17
tweed,stof,55
tweed,warm,15
tweed,wol,11
tweede,eerste,55
tweede,derde,28
tweede,zilver,19
tweedehands,goedkoop,29
tweedehands,gebruikt,25
tweedehands,auto,18
tweedehands,goedkoper,16
tweeling,identiek,20
tweeling,dubbel,16
tweeling,kinderen,14
tweeling,gelijk,12
tweeloop,geweer,60
tweeloop,jacht,22
tweeloop,schieten,15
twijfel,onzeker,31
twijfel,angst,11
twijfel,keuze,10
twijfelachtig,onzeker,55
twijfelachtig,dubieus,18
twijfelachtig,misschien,9
twijfelen,onzeker,25
twijfelen,aarzelen,23
twijfelen,nadenken,12
twijfelen,keuze,10
twijfelend,onzeker,40
twijfelend,aarzelend,25
twijfelend,aarzelen,14
twijg,boom,65
twijg,tak,54
twijg,takje,21
twijg,blad,17
twintig,getal,39
twintig,jong,34
twintig,leeftijd,21
twintig,dertig,17
twist,ruzie,65
twist,dans,45
twist,draai,10
twisten,ruzie,45
twisten,dansen,32
twisten,dans,16
twisten,ruzieën,9
twitter,facebook,24
twitter,internet,24
twitter,computer,16
type,soort,51
type,auto,14
type,aard,11
typemachine,computer,18
typemachine,oud,18
typemachine,ouderwets,16
typemachine,letters,14
typen,computer,49
typen,toetsenbord,23
typen,klavier,14
typen,pc,10
typerend,typisch,38
typerend,kenmerkend,33
typerend,eigenschap,13
typerend,kenmerk,13
typhoon,storm,44
typhoon,orkaan,30
typhoon,wind,28
typisch,kenmerkend,16
typisch,eigen,14
typisch,echt,9
typist,dactylo,20
typist,secretaresse,18
typist,computer,15
typmachine,computer,22
typmachine,oud,21
typmachine,ouderwets,12
typmachine,lint,10
u,jij,38
u,beleefd,35
u,ik,16
u,gij,14
ufo,vliegende schotel,21
ufo,buitenaards,19
ufo,ruimte,15
ufo,schotel,14
ui,tranen,34
ui,wenen,29
ui,ajuin,25
ui,soep,20
uien,tranen,46
uien,wenen,37
uien,lekker,20
uien,soep,20
uier,koe,96
uier,melk,79
uier,melken,11
uier,kalf,10
uil,nacht,59
uil,vogel,24
uil,ogen,15
uil,kerk,14
uilskuiken,dommerik,28
uilskuiken,dom,25
uilskuiken,kieken,19
uilskuiken,oen,13
uit,gedaan,38
uit,weg,35
uit,in,21
uit,buiten,16
uitademen,inademen,25
uitademen,lucht,21
uitademen,longen,18
uitademen,leven,16
uitbarsten,vulkaan,65
uitbarsten,woede,64
uitbarsten,boos,11
uitbarsten,lava,9
uitbarsting,vulkaan,76
uitbarsting,woede,68
uitbarsting,lava,16
uitbarsting,eruptie,7
uitblazen,rusten,30
uitblazen,moe,17
uitblazen,kaars,14
uitblazen,rust,10
uitblinken,schitteren,17
uitblinken,talent,13
uitblinken,goed,12
uitblinken,beste,11
uitbreiden,vergroten,31
uitbreiden,groter,21
uitbreiden,meer,16
uitbreiden,gezin,14
uitbreiding,meer,25
uitbreiding,groter,23
uitbreiding,gezin,17
uitbreiding,vergroting,13
uitbuiting,slavernij,21
uitbuiting,armoede,13
uitbuiting,arm,11
uitbuiting,profiteren,11
uitbundig,vrolijk,24
uitbundig,blij,19
uitbundig,feest,16
uitbundig,lachen,11
uitdagen,vechten,15
uitdagen,pesten,11
uitdagen,duel,9
uitdagend,vrouw,9
uitdagend,provocerend,8
uitdagend,gewaagd,6
uitdaging,moeilijk,11
uitdaging,nieuw,11
